Region/Country/Area,,Year,Series,Value,Footnotes,Source,
438,Liechtenstein,2015,Net official development assistance to developing countries and multilateral organizations (millions of US$),24,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
438,Liechtenstein,2018,Net official development assistance to developing countries and multilateral organizations (millions of US$),26,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
438,Liechtenstein,2019,Net official development assistance to developing countries and multilateral organizations (millions of US$),25,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
438,Liechtenstein,2020,Net official development assistance to developing countries and multilateral organizations (millions of US$),28,Estimate.,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
438,Liechtenstein,2010,Net official development assistance to developing countries and multilateral organizations (as % of GNI),0.62,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
438,Liechtenstein,2015,Net official development assistance to developing countries and multilateral organizations (as % of GNI),0.47,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
440,Lithuania,2005,Net official development assistance to developing countries and multilateral organizations (millions of US$),16,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
440,Lithuania,2010,Net official development assistance to developing countries and multilateral organizations (millions of US$),37,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
440,Lithuania,2015,Net official development assistance to developing countries and multilateral organizations (millions of US$),48,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
440,Lithuania,2018,Net official development assistance to developing countries and multilateral organizations (millions of US$),65,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
440,Lithuania,2019,Net official development assistance to developing countries and multilateral organizations (millions of US$),68,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
440,Lithuania,2020,Net official development assistance to developing countries and multilateral organizations (millions of US$),67,Estimate.,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
440,Lithuania,2005,Net official development assistance to developing countries and multilateral organizations (as % of GNI),0.06,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
440,Lithuania,2010,Net official development assistance to developing countries and multilateral organizations (as % of GNI),0.1,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
440,Lithuania,2015,Net official development assistance to developing countries and multilateral organizations (as % of GNI),0.12,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
442,Luxembourg,1985,Net official development assistance to developing countries and multilateral organizations (millions of US$),8,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
442,Luxembourg,1995,Net official development assistance to developing countries and multilateral organizations (millions of US$),65,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
442,Luxembourg,2005,Net official development assistance to developing countries and multilateral organizations (millions of US$),256,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
442,Luxembourg,2010,Net official development assistance to developing countries and multilateral organizations (millions of US$),403,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
442,Luxembourg,2015,Net official development assistance to developing countries and multilateral organizations (millions of US$),363,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
442,Luxembourg,2018,Net official development assistance to developing countries and multilateral organizations (millions of US$),473,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
442,Luxembourg,2019,Net official development assistance to developing countries and multilateral organizations (millions of US$),472,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
442,Luxembourg,2020,Net official development assistance to developing countries and multilateral organizations (millions of US$),450,Estimate.,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021."
442,Luxembourg,1985,Net official development assistance to developing countries and multilateral organizations (as % of GNI),0.17,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
442,Luxembourg,1995,Net official development assistance to developing countries and multilateral organizations (as % of GNI),0.36,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
442,Luxembourg,2005,Net official development assistance to developing countries and multilateral organizations (as % of GNI),0.79,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
442,Luxembourg,2010,Net official development assistance to developing countries and multilateral organizations (as % of GNI),1.05,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
442,Luxembourg,2015,Net official development assistance to developing countries and multilateral organizations (as % of GNI),0.95,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
470,Malta,2010,Net official development assistance to developing countries and multilateral organizations (millions of US$),14,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
470,Malta,2015,Net official development assistance to developing countries and multilateral organizations (millions of US$),17,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
470,Malta,2018,Net official development assistance to developing countries and multilateral organizations (millions of US$),33,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
470,Malta,2019,Net official development assistance to developing countries and multilateral organizations (millions of US$),41,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
470,Malta,2020,Net official development assistance to developing countries and multilateral organizations (millions of US$),58,Estimate.,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
470,Malta,2010,Net official development assistance to developing countries and multilateral organizations (as % of GNI),0.18,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
470,Malta,2015,Net official development assistance to developing countries and multilateral organizations (as % of GNI),0.17,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
528,Netherlands,1975,Net official development assistance to developing countries and multilateral organizations (millions of US$),608,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
528,Netherlands,1985,Net official development assistance to developing countries and multilateral organizations (millions of US$),1136,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
528,Netherlands,1995,Net official development assistance to developing countries and multilateral organizations (millions of US$),3226,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
528,Netherlands,2005,Net official development assistance to developing countries and multilateral organizations (millions of US$),5115,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
528,Netherlands,2010,Net official development assistance to developing countries and multilateral organizations (millions of US$),6357,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
528,Netherlands,2015,Net official development assistance to developing countries and multilateral organizations (millions of US$),5726,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
528,Netherlands,2018,Net official development assistance to developing countries and multilateral organizations (millions of US$),5617,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
528,Netherlands,2019,Net official development assistance to developing countries and multilateral organizations (millions of US$),5292,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
528,Netherlands,2020,Net official development assistance to developing countries and multilateral organizations (millions of US$),5359,Estimate.,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021."
528,Netherlands,1975,Net official development assistance to developing countries and multilateral organizations (as % of GNI),0.74,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
528,Netherlands,1985,Net official development assistance to developing countries and multilateral organizations (as % of GNI),0.91,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
528,Netherlands,1995,Net official development assistance to developing countries and multilateral organizations (as % of GNI),0.81,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
528,Netherlands,2005,Net official development assistance to developing countries and multilateral organizations (as % of GNI),0.82,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
528,Netherlands,2010,Net official development assistance to developing countries and multilateral organizations (as % of GNI),0.81,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
528,Netherlands,2015,Net official development assistance to developing countries and multilateral organizations (as % of GNI),0.75,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
554,New Zealand,1975,Net official development assistance to developing countries and multilateral organizations (millions of US$),66,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
554,New Zealand,1985,Net official development assistance to developing countries and multilateral organizations (millions of US$),54,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
554,New Zealand,1995,Net official development assistance to developing countries and multilateral organizations (millions of US$),123,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
554,New Zealand,2005,Net official development assistance to developing countries and multilateral organizations (millions of US$),274,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
554,New Zealand,2010,Net official development assistance to developing countries and multilateral organizations (millions of US$),342,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
554,New Zealand,2015,Net official development assistance to developing countries and multilateral organizations (millions of US$),442,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
554,New Zealand,2018,Net official development assistance to developing countries and multilateral organizations (millions of US$),556,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
554,New Zealand,2019,Net official development assistance to developing countries and multilateral organizations (millions of US$),555,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
554,New Zealand,2020,Net official development assistance to developing countries and multilateral organizations (millions of US$),531,Estimate.,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021."
554,New Zealand,1975,Net official development assistance to developing countries and multilateral organizations (as % of GNI),0.52,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
554,New Zealand,1985,Net official development assistance to developing countries and multilateral organizations (as % of GNI),0.25,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
554,New Zealand,1995,Net official development assistance to developing countries and multilateral organizations (as % of GNI),0.23,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
554,New Zealand,2005,Net official development assistance to developing countries and multilateral organizations (as % of GNI),0.27,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
554,New Zealand,2010,Net official development assistance to developing countries and multilateral organizations (as % of GNI),0.26,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
554,New Zealand,2015,Net official development assistance to developing countries and multilateral organizations (as % of GNI),0.27,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
578,Norway,1975,Net official development assistance to developing countries and multilateral organizations (millions of US$),184,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
578,Norway,1985,Net official development assistance to developing countries and multilateral organizations (millions of US$),574,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
578,Norway,1995,Net official development assistance to developing countries and multilateral organizations (millions of US$),1244,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
578,Norway,2005,Net official development assistance to developing countries and multilateral organizations (millions of US$),2794,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
578,Norway,2010,Net official development assistance to developing countries and multilateral organizations (millions of US$),4372,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
578,Norway,2015,Net official development assistance to developing countries and multilateral organizations (millions of US$),4278,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
578,Norway,2018,Net official development assistance to developing countries and multilateral organizations (millions of US$),4258,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
578,Norway,2019,Net official development assistance to developing countries and multilateral organizations (millions of US$),4298,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
578,Norway,2020,Net official development assistance to developing countries and multilateral organizations (millions of US$),4198,Estimate.,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021."
578,Norway,1975,Net official development assistance to developing countries and multilateral organizations (as % of GNI),0.65,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
578,Norway,1985,Net official development assistance to developing countries and multilateral organizations (as % of GNI),1.01,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
578,Norway,1995,Net official development assistance to developing countries and multilateral organizations (as % of GNI),0.86,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
578,Norway,2005,Net official development assistance to developing countries and multilateral organizations (as % of GNI),0.94,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
578,Norway,2010,Net official development assistance to developing countries and multilateral organizations (as % of GNI),1.05,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
578,Norway,2015,Net official development assistance to developing countries and multilateral organizations (as % of GNI),1.05,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
158,Other non-specified areas,1995,Net official development assistance to developing countries and multilateral organizations (millions of US$),92,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
158,Other non-specified areas,2005,Net official development assistance to developing countries and multilateral organizations (millions of US$),483,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
158,Other non-specified areas,2010,Net official development assistance to developing countries and multilateral organizations (millions of US$),381,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
158,Other non-specified areas,2015,Net official development assistance to developing countries and multilateral organizations (millions of US$),255,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
158,Other non-specified areas,2018,Net official development assistance to developing countries and multilateral organizations (millions of US$),292,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
158,Other non-specified areas,2019,Net official development assistance to developing countries and multilateral organizations (millions of US$),316,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
158,Other non-specified areas,2020,Net official development assistance to developing countries and multilateral organizations (millions of US$),504,Estimate.,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
158,Other non-specified areas,2005,Net official development assistance to developing countries and multilateral organizations (as % of GNI),0.14,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
158,Other non-specified areas,2010,Net official development assistance to developing countries and multilateral organizations (as % of GNI),0.1,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
158,Other non-specified areas,2015,Net official development assistance to developing countries and multilateral organizations (as % of GNI),0.05,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
616,Poland,1975,Net official development assistance to developing countries and multilateral organizations (millions of US$),32,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
616,Poland,1985,Net official development assistance to developing countries and multilateral organizations (millions of US$),19,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
616,Poland,2005,Net official development assistance to developing countries and multilateral organizations (millions of US$),205,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
616,Poland,2010,Net official development assistance to developing countries and multilateral organizations (millions of US$),378,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
616,Poland,2015,Net official development assistance to developing countries and multilateral organizations (millions of US$),441,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
616,Poland,2018,Net official development assistance to developing countries and multilateral organizations (millions of US$),759,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
616,Poland,2019,Net official development assistance to developing countries and multilateral organizations (millions of US$),761,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
616,Poland,2020,Net official development assistance to developing countries and multilateral organizations (millions of US$),786,Estimate.,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021."
616,Poland,2005,Net official development assistance to developing countries and multilateral organizations (as % of GNI),0.07,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
616,Poland,2010,Net official development assistance to developing countries and multilateral organizations (as % of GNI),0.08,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
616,Poland,2015,Net official development assistance to developing countries and multilateral organizations (as % of GNI),0.1,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
620,Portugal,1985,Net official development assistance to developing countries and multilateral organizations (millions of US$),10,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
620,Portugal,1995,Net official development assistance to developing countries and multilateral organizations (millions of US$),258,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
620,Portugal,2005,Net official development assistance to developing countries and multilateral organizations (millions of US$),377,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
620,Portugal,2010,Net official development assistance to developing countries and multilateral organizations (millions of US$),649,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
620,Portugal,2015,Net official development assistance to developing countries and multilateral organizations (millions of US$),308,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
620,Portugal,2018,Net official development assistance to developing countries and multilateral organizations (millions of US$),388,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
620,Portugal,2019,Net official development assistance to developing countries and multilateral organizations (millions of US$),382,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
620,Portugal,2020,Net official development assistance to developing countries and multilateral organizations (millions of US$),364,Estimate.,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021."
620,Portugal,1985,Net official development assistance to developing countries and multilateral organizations (as % of GNI),0.05,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
620,Portugal,1995,Net official development assistance to developing countries and multilateral organizations (as % of GNI),0.25,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
620,Portugal,2005,Net official development assistance to developing countries and multilateral organizations (as % of GNI),0.21,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
620,Portugal,2010,Net official development assistance to developing countries and multilateral organizations (as % of GNI),0.29,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
620,Portugal,2015,Net official development assistance to developing countries and multilateral organizations (as % of GNI),0.16,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
634,Qatar,1975,Net official development assistance to developing countries and multilateral organizations (millions of US$),272,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
634,Qatar,1985,Net official development assistance to developing countries and multilateral organizations (millions of US$),4,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
634,Qatar,2019,Net official development assistance to developing countries and multilateral organizations (millions of US$),567,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
634,Qatar,2020,Net official development assistance to developing countries and multilateral organizations (millions of US$),534,Estimate.,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
410,Republic of Korea,1995,Net official development assistance to developing countries and multilateral organizations (millions of US$),116,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
410,Republic of Korea,2005,Net official development assistance to developing countries and multilateral organizations (millions of US$),752,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
410,Republic of Korea,2010,Net official development assistance to developing countries and multilateral organizations (millions of US$),1174,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
410,Republic of Korea,2015,Net official development assistance to developing countries and multilateral organizations (millions of US$),1915,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
410,Republic of Korea,2018,Net official development assistance to developing countries and multilateral organizations (millions of US$),2423,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
410,Republic of Korea,2019,Net official development assistance to developing countries and multilateral organizations (millions of US$),2575,Development Assistance Committee member (OECD).,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
642,Romania,2010,Net official development assistance to developing countries and multilateral organizations (millions of US$),114,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
642,Romania,2015,Net official development assistance to developing countries and multilateral organizations (millions of US$),158,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
642,Romania,2018,Net official development assistance to developing countries and multilateral organizations (millions of US$),249,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed August 2021.",
