Region/Country/Area,,Year,Series,Value,Footnotes,Source,,
504,Morocco,2010,"Asylum seekers, including pending cases (number)",280,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
504,Morocco,2010,Total population of concern to UNHCR (number),1072,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
504,Morocco,2015,International migrant stock: Both sexes (number),92424,Including refugees.,Refers to foreign citizens.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",
504,Morocco,2015,International migrant stock: Both sexes (% total population),0.3,Including refugees.,Refers to foreign citizens.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",
504,Morocco,2015,International migrant stock: Male (% total Population),0.3,Including refugees.,Refers to foreign citizens.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",
504,Morocco,2015,International migrant stock: Female (% total Population),0.3,Including refugees.,Refers to foreign citizens.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",
504,Morocco,2015,Total refugees and people in refugee-like situations (number),2144,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
504,Morocco,2015,"Asylum seekers, including pending cases (number)",2216,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
504,Morocco,2015,Total population of concern to UNHCR (number),4360,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
504,Morocco,2020,International migrant stock: Both sexes (number),102358,Including refugees.,Refers to foreign citizens.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",
504,Morocco,2020,International migrant stock: Both sexes (% total population),0.3,Including refugees.,Refers to foreign citizens.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",
504,Morocco,2020,International migrant stock: Male (% total Population),0.3,Including refugees.,Refers to foreign citizens.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",
504,Morocco,2020,International migrant stock: Female (% total Population),0.3,Including refugees.,Refers to foreign citizens.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",
504,Morocco,2020,Total refugees and people in refugee-like situations (number),7400,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
504,Morocco,2020,"Asylum seekers, including pending cases (number)",3631,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
504,Morocco,2020,Total population of concern to UNHCR (number),11031,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
508,Mozambique,2005,International migrant stock: Both sexes (number),268694,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
508,Mozambique,2005,International migrant stock: Both sexes (% total population),1.3,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
508,Mozambique,2005,International migrant stock: Male (% total Population),1.3,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
508,Mozambique,2005,International migrant stock: Female (% total Population),1.3,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
508,Mozambique,2005,Total refugees and people in refugee-like situations (number),1954,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
508,Mozambique,2005,"Asylum seekers, including pending cases (number)",4015,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
508,Mozambique,2005,Other of concern to UNHCR (number),40,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
508,Mozambique,2005,Total population of concern to UNHCR (number),6009,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
508,Mozambique,2010,International migrant stock: Both sexes (number),306471,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
508,Mozambique,2010,International migrant stock: Both sexes (% total population),1.3,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
508,Mozambique,2010,International migrant stock: Male (% total Population),1.3,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
508,Mozambique,2010,International migrant stock: Female (% total Population),1.3,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
508,Mozambique,2010,Total refugees and people in refugee-like situations (number),4077,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
508,Mozambique,2010,"Asylum seekers, including pending cases (number)",5914,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
508,Mozambique,2010,Other of concern to UNHCR (number),1,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
508,Mozambique,2010,Total population of concern to UNHCR (number),9992,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
508,Mozambique,2015,International migrant stock: Both sexes (number),321794,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
508,Mozambique,2015,International migrant stock: Both sexes (% total population),1.2,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
508,Mozambique,2015,International migrant stock: Male (% total Population),1.2,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
508,Mozambique,2015,International migrant stock: Female (% total Population),1.2,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
508,Mozambique,2015,Total refugees and people in refugee-like situations (number),4552,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
508,Mozambique,2015,"Asylum seekers, including pending cases (number)",14257,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
508,Mozambique,2015,Other of concern to UNHCR (number),7,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
508,Mozambique,2015,Total population of concern to UNHCR (number),18816,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
508,Mozambique,2020,International migrant stock: Both sexes (number),338850,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
508,Mozambique,2020,International migrant stock: Both sexes (% total population),1.1,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
508,Mozambique,2020,International migrant stock: Male (% total Population),1.1,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
508,Mozambique,2020,International migrant stock: Female (% total Population),1.1,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
508,Mozambique,2020,Total refugees and people in refugee-like situations (number),4741,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
508,Mozambique,2020,"Asylum seekers, including pending cases (number)",21570,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
508,Mozambique,2020,Other of concern to UNHCR (number),305845,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
508,Mozambique,2020,Total population of concern to UNHCR (number),332156,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
104,Myanmar,2005,International migrant stock: Both sexes (number),83025,Refers to foreign citizens.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
104,Myanmar,2005,International migrant stock: Both sexes (% total population),0.2,Refers to foreign citizens.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
104,Myanmar,2005,International migrant stock: Male (% total Population),0.2,Refers to foreign citizens.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
104,Myanmar,2005,International migrant stock: Female (% total Population),0.2,Refers to foreign citizens.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
104,Myanmar,2005,Other of concern to UNHCR (number),236495,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
104,Myanmar,2005,Total population of concern to UNHCR (number),236495,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
104,Myanmar,2010,International migrant stock: Both sexes (number),76414,Refers to foreign citizens.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
104,Myanmar,2010,International migrant stock: Both sexes (% total population),0.2,Refers to foreign citizens.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
104,Myanmar,2010,International migrant stock: Male (% total Population),0.2,Refers to foreign citizens.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
104,Myanmar,2010,International migrant stock: Female (% total Population),0.1,Refers to foreign citizens.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
104,Myanmar,2010,Other of concern to UNHCR (number),859403,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
104,Myanmar,2010,Total population of concern to UNHCR (number),859403,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
104,Myanmar,2015,International migrant stock: Both sexes (number),73309,Refers to foreign citizens.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
104,Myanmar,2015,International migrant stock: Both sexes (% total population),0.1,Refers to foreign citizens.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
104,Myanmar,2015,International migrant stock: Male (% total Population),0.2,Refers to foreign citizens.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
104,Myanmar,2015,International migrant stock: Female (% total Population),0.1,Refers to foreign citizens.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
104,Myanmar,2015,Other of concern to UNHCR (number),1466501,Stateless persons population refers to persons without citizeship in Rakhine State only.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
104,Myanmar,2015,Total population of concern to UNHCR (number),1466501,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
104,Myanmar,2016,"Asylum seekers, including pending cases (number)",1,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
104,Myanmar,2016,Other of concern to UNHCR (number),1392096,Stateless persons population refers to persons without citizeship in Rakhine State only.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
104,Myanmar,2016,Total population of concern to UNHCR (number),1392097,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
104,Myanmar,2020,International migrant stock: Both sexes (number),76446,Refers to foreign citizens.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
104,Myanmar,2020,International migrant stock: Both sexes (% total population),0.1,Refers to foreign citizens.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
104,Myanmar,2020,International migrant stock: Male (% total Population),0.2,Refers to foreign citizens.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
104,Myanmar,2020,International migrant stock: Female (% total Population),0.1,Refers to foreign citizens.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
104,Myanmar,2020,Other of concern to UNHCR (number),800378,"The estimated figure of persons of concern under the statelessness mandate relates to stateless persons of Rohingya ethnicity in Rakhine State and also includes stateless IDPs in Myanmar. The number of persons of undetermined nationality residing in other states or regions in Myanmar is not currently available. The number of stateless persons remaining in Rakhine State following violence in 2016 and 2017 and large scale departures to Bangladesh is based on detailed estimates for each village tract made by UNHCR, other UN agencies and NGOs in early 2018, which concluded that between 532,000 to 600,000 Rohingya remained in Rakhine State (Excludes an estimated 141907 of those Rohingya who have been internally displaced). For the purposes of this report, the higher range of this estimate has been used.","United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
104,Myanmar,2020,Total population of concern to UNHCR (number),800378,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
516,Namibia,2005,International migrant stock: Both sexes (number),107347,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
516,Namibia,2005,International migrant stock: Both sexes (% total population),5.5,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
516,Namibia,2005,International migrant stock: Male (% total Population),6.2,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
516,Namibia,2005,International migrant stock: Female (% total Population),5,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
516,Namibia,2005,Total refugees and people in refugee-like situations (number),5307,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
516,Namibia,2005,"Asylum seekers, including pending cases (number)",1073,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
516,Namibia,2005,Other of concern to UNHCR (number),2752,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
516,Namibia,2005,Total population of concern to UNHCR (number),9132,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
516,Namibia,2010,International migrant stock: Both sexes (number),103826,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
516,Namibia,2010,International migrant stock: Both sexes (% total population),4.9,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
516,Namibia,2010,International migrant stock: Male (% total Population),5.4,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
516,Namibia,2010,International migrant stock: Female (% total Population),4.4,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
516,Namibia,2010,Total refugees and people in refugee-like situations (number),7254,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
516,Namibia,2010,"Asylum seekers, including pending cases (number)",1421,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
516,Namibia,2010,Other of concern to UNHCR (number),93,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
516,Namibia,2010,Total population of concern to UNHCR (number),8768,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
516,Namibia,2015,International migrant stock: Both sexes (number),101618,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
516,Namibia,2015,International migrant stock: Both sexes (% total population),4.4,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
516,Namibia,2015,International migrant stock: Male (% total Population),4.9,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
516,Namibia,2015,International migrant stock: Female (% total Population),3.9,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
516,Namibia,2015,Total refugees and people in refugee-like situations (number),1659,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
516,Namibia,2015,"Asylum seekers, including pending cases (number)",1100,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
516,Namibia,2015,Other of concern to UNHCR (number),1684,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
516,Namibia,2015,Total population of concern to UNHCR (number),4443,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
516,Namibia,2020,International migrant stock: Both sexes (number),109391,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
516,Namibia,2020,International migrant stock: Both sexes (% total population),4.3,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
516,Namibia,2020,International migrant stock: Male (% total Population),4.8,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
516,Namibia,2020,International migrant stock: Female (% total Population),3.8,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
516,Namibia,2020,Total refugees and people in refugee-like situations (number),3304,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
516,Namibia,2020,"Asylum seekers, including pending cases (number)",2212,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
516,Namibia,2020,Other of concern to UNHCR (number),9,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
516,Namibia,2020,Total population of concern to UNHCR (number),5525,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
520,Nauru,2005,International migrant stock: Both sexes (number),2253,Including refugees.,Refers to foreign citizens.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",
520,Nauru,2005,International migrant stock: Both sexes (% total population),22.9,Including refugees.,Refers to foreign citizens.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",
520,Nauru,2010,International migrant stock: Both sexes (number),906,Including refugees.,Refers to foreign citizens.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",
520,Nauru,2010,International migrant stock: Both sexes (% total population),9.1,Including refugees.,Refers to foreign citizens.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",
520,Nauru,2015,International migrant stock: Both sexes (number),1833,Including refugees.,Refers to foreign citizens.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",
520,Nauru,2015,International migrant stock: Both sexes (% total population),17.7,Including refugees.,Refers to foreign citizens.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",
520,Nauru,2015,Total refugees and people in refugee-like situations (number),506,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
520,Nauru,2015,"Asylum seekers, including pending cases (number)",290,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
520,Nauru,2015,Total population of concern to UNHCR (number),796,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
520,Nauru,2020,International migrant stock: Both sexes (number),2201,Including refugees.,Refers to foreign citizens.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",
520,Nauru,2020,International migrant stock: Both sexes (% total population),20.3,Including refugees.,Refers to foreign citizens.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",
520,Nauru,2020,Total refugees and people in refugee-like situations (number),1060,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
520,Nauru,2020,"Asylum seekers, including pending cases (number)",90,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
520,Nauru,2020,Total population of concern to UNHCR (number),1150,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
524,Nepal,2005,International migrant stock: Both sexes (number),680729,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
524,Nepal,2005,International migrant stock: Both sexes (% total population),2.6,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
524,Nepal,2005,International migrant stock: Male (% total Population),1.8,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
524,Nepal,2005,International migrant stock: Female (% total Population),3.4,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
524,Nepal,2005,Total refugees and people in refugee-like situations (number),126436,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
524,Nepal,2005,"Asylum seekers, including pending cases (number)",1272,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
524,Nepal,2005,Other of concern to UNHCR (number),410929,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
524,Nepal,2005,Total population of concern to UNHCR (number),538637,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
524,Nepal,2010,International migrant stock: Both sexes (number),581889,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
524,Nepal,2010,International migrant stock: Both sexes (% total population),2.2,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
524,Nepal,2010,International migrant stock: Male (% total Population),1.4,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
524,Nepal,2010,International migrant stock: Female (% total Population),2.8,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
524,Nepal,2010,Total refugees and people in refugee-like situations (number),89808,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
524,Nepal,2010,"Asylum seekers, including pending cases (number)",938,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
524,Nepal,2010,Other of concern to UNHCR (number),800571,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
524,Nepal,2010,Total population of concern to UNHCR (number),891317,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
524,Nepal,2015,International migrant stock: Both sexes (number),509471,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
524,Nepal,2015,International migrant stock: Both sexes (% total population),1.9,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
524,Nepal,2015,International migrant stock: Male (% total Population),1.3,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
524,Nepal,2015,International migrant stock: Female (% total Population),2.4,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
524,Nepal,2015,Total refugees and people in refugee-like situations (number),36287,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
524,Nepal,2015,"Asylum seekers, including pending cases (number)",57,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
524,Nepal,2015,Other of concern to UNHCR (number),409,"Various studies estimate that a large number of individuals lack citizenship certificates in Nepal. While these individuals are not all necessarily stateless, UNHCR has been working closely with the Government of Nepal and partners to address this situation.","United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
524,Nepal,2015,Total population of concern to UNHCR (number),36753,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
524,Nepal,2020,International migrant stock: Both sexes (number),487564,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
524,Nepal,2020,International migrant stock: Both sexes (% total population),1.7,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
524,Nepal,2020,International migrant stock: Male (% total Population),1.1,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
524,Nepal,2020,International migrant stock: Female (% total Population),2.2,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
524,Nepal,2020,Total refugees and people in refugee-like situations (number),19532,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
524,Nepal,2020,"Asylum seekers, including pending cases (number)",69,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
524,Nepal,2020,Other of concern to UNHCR (number),534,"Excludes 351 stateless Rohingya refugees from Myanmar. Separately, various studies estimate that a significant number of individuals originally from Nepal lack citizenship certificates. While these individuals originally from Nepal are not all necessarily stateless, UNHCR has been working closely with the Government of Nepal and partners to address this situation.","United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
524,Nepal,2020,Total population of concern to UNHCR (number),20135,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
528,Netherlands,2005,International migrant stock: Both sexes (number),1736127,,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
528,Netherlands,2005,International migrant stock: Both sexes (% total population),10.6,,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
528,Netherlands,2005,International migrant stock: Male (% total Population),10.4,,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
528,Netherlands,2005,International migrant stock: Female (% total Population),10.8,,"United Nations Population Division, New York, International migrant stock: The 2020 Revision, last accessed January 2021.",,
528,Netherlands,2005,Total refugees and people in refugee-like situations (number),118189,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
528,Netherlands,2005,"Asylum seekers, including pending cases (number)",14664,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2021.",,
