Region/Country/Area,,Year,Series,Value,Footnotes,Source,,
372,Ireland,2018,Current health expenditure (% of GDP),6.9,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
372,Ireland,2000,Domestic general government health expenditure (% of total government expenditure),14.8,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
372,Ireland,2005,Domestic general government health expenditure (% of total government expenditure),18.1,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
372,Ireland,2010,Domestic general government health expenditure (% of total government expenditure),12.3,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
372,Ireland,2016,Domestic general government health expenditure (% of total government expenditure),19.4,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
372,Ireland,2017,Domestic general government health expenditure (% of total government expenditure),20,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
372,Ireland,2018,Domestic general government health expenditure (% of total government expenditure),20.2,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
376,Israel,2000,Current health expenditure (% of GDP),6.8,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
376,Israel,2005,Current health expenditure (% of GDP),7.1,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
376,Israel,2010,Current health expenditure (% of GDP),7,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
376,Israel,2016,Current health expenditure (% of GDP),7.2,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
376,Israel,2017,Current health expenditure (% of GDP),7.5,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
376,Israel,2018,Current health expenditure (% of GDP),7.5,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
376,Israel,2000,Domestic general government health expenditure (% of total government expenditure),8.9,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
376,Israel,2005,Domestic general government health expenditure (% of total government expenditure),9.3,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
376,Israel,2010,Domestic general government health expenditure (% of total government expenditure),10.7,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
376,Israel,2016,Domestic general government health expenditure (% of total government expenditure),11.7,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
376,Israel,2017,Domestic general government health expenditure (% of total government expenditure),12.1,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
376,Israel,2018,Domestic general government health expenditure (% of total government expenditure),12.1,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
380,Italy,2000,Current health expenditure (% of GDP),7.6,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
380,Italy,2005,Current health expenditure (% of GDP),8.3,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
380,Italy,2010,Current health expenditure (% of GDP),8.9,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
380,Italy,2016,Current health expenditure (% of GDP),8.7,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
380,Italy,2017,Current health expenditure (% of GDP),8.7,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
380,Italy,2018,Current health expenditure (% of GDP),8.7,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
380,Italy,2000,Domestic general government health expenditure (% of total government expenditure),11.8,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
380,Italy,2005,Domestic general government health expenditure (% of total government expenditure),13.7,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
380,Italy,2010,Domestic general government health expenditure (% of total government expenditure),14,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
380,Italy,2016,Domestic general government health expenditure (% of total government expenditure),13.3,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
380,Italy,2017,Domestic general government health expenditure (% of total government expenditure),13.1,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
380,Italy,2018,Domestic general government health expenditure (% of total government expenditure),13.2,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
388,Jamaica,2000,Current health expenditure (% of GDP),5.6,Data revision.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
388,Jamaica,2005,Current health expenditure (% of GDP),4.5,Data revision.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
388,Jamaica,2010,Current health expenditure (% of GDP),5.3,Data revision.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
388,Jamaica,2016,Current health expenditure (% of GDP),5.7,Data revision.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
388,Jamaica,2017,Current health expenditure (% of GDP),6.1,Data revision.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
388,Jamaica,2018,Current health expenditure (% of GDP),6.1,Data revision.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
388,Jamaica,2000,Domestic general government health expenditure (% of total government expenditure),11.8,Data revision.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
388,Jamaica,2005,Domestic general government health expenditure (% of total government expenditure),7.4,Data revision.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
388,Jamaica,2010,Domestic general government health expenditure (% of total government expenditure),9,Data revision.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
388,Jamaica,2016,Domestic general government health expenditure (% of total government expenditure),12.7,Data revision.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
388,Jamaica,2017,Domestic general government health expenditure (% of total government expenditure),14,Data revision.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
388,Jamaica,2018,Domestic general government health expenditure (% of total government expenditure),13,Data revision.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
392,Japan,2000,Current health expenditure (% of GDP),7.2,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
392,Japan,2005,Current health expenditure (% of GDP),7.8,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
392,Japan,2010,Current health expenditure (% of GDP),9.2,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
392,Japan,2016,Current health expenditure (% of GDP),10.8,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
392,Japan,2017,Current health expenditure (% of GDP),10.8,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
392,Japan,2018,Current health expenditure (% of GDP),11,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
392,Japan,2000,Domestic general government health expenditure (% of total government expenditure),15.3,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
392,Japan,2005,Domestic general government health expenditure (% of total government expenditure),17.8,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
392,Japan,2010,Domestic general government health expenditure (% of total government expenditure),18.9,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
392,Japan,2016,Domestic general government health expenditure (% of total government expenditure),23.2,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
392,Japan,2017,Domestic general government health expenditure (% of total government expenditure),23.4,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
392,Japan,2018,Domestic general government health expenditure (% of total government expenditure),23.6,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
400,Jordan,2000,Current health expenditure (% of GDP),9.6,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
400,Jordan,2005,Current health expenditure (% of GDP),8.9,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
400,Jordan,2010,Current health expenditure (% of GDP),8.4,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
400,Jordan,2016,Current health expenditure (% of GDP),7.3,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
400,Jordan,2017,Current health expenditure (% of GDP),8.1,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
400,Jordan,2018,Current health expenditure (% of GDP),7.8,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
400,Jordan,2000,Domestic general government health expenditure (% of total government expenditure),12.7,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
400,Jordan,2005,Domestic general government health expenditure (% of total government expenditure),11.8,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
400,Jordan,2010,Domestic general government health expenditure (% of total government expenditure),17,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
400,Jordan,2016,Domestic general government health expenditure (% of total government expenditure),12.2,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
400,Jordan,2017,Domestic general government health expenditure (% of total government expenditure),12.4,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
400,Jordan,2018,Domestic general government health expenditure (% of total government expenditure),12.4,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
398,Kazakhstan,2000,Current health expenditure (% of GDP),4.2,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
398,Kazakhstan,2005,Current health expenditure (% of GDP),3.9,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
398,Kazakhstan,2010,Current health expenditure (% of GDP),2.7,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
398,Kazakhstan,2016,Current health expenditure (% of GDP),3.4,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
398,Kazakhstan,2017,Current health expenditure (% of GDP),3.1,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
398,Kazakhstan,2018,Current health expenditure (% of GDP),2.9,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
398,Kazakhstan,2000,Domestic general government health expenditure (% of total government expenditure),9.2,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
398,Kazakhstan,2005,Domestic general government health expenditure (% of total government expenditure),11.5,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
398,Kazakhstan,2010,Domestic general government health expenditure (% of total government expenditure),8.2,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
398,Kazakhstan,2016,Domestic general government health expenditure (% of total government expenditure),9.5,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
398,Kazakhstan,2017,Domestic general government health expenditure (% of total government expenditure),7.9,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
398,Kazakhstan,2018,Domestic general government health expenditure (% of total government expenditure),9.1,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
404,Kenya,2000,Current health expenditure (% of GDP),4.6,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
404,Kenya,2005,Current health expenditure (% of GDP),5.3,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
404,Kenya,2010,Current health expenditure (% of GDP),6.1,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
404,Kenya,2016,Current health expenditure (% of GDP),5.1,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
404,Kenya,2017,Current health expenditure (% of GDP),4.8,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
404,Kenya,2018,Current health expenditure (% of GDP),5.2,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
404,Kenya,2000,Domestic general government health expenditure (% of total government expenditure),7.1,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
404,Kenya,2005,Domestic general government health expenditure (% of total government expenditure),6.9,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
404,Kenya,2010,Domestic general government health expenditure (% of total government expenditure),7.3,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
404,Kenya,2016,Domestic general government health expenditure (% of total government expenditure),8,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
404,Kenya,2017,Domestic general government health expenditure (% of total government expenditure),7.9,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
404,Kenya,2018,Domestic general government health expenditure (% of total government expenditure),8.5,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
296,Kiribati,2000,Current health expenditure (% of GDP),8.6,Data refer to fiscal years beginning 1 July.,General government expenditure (GGE) can be larger than the Gross domestic product (GDP) because government accounts for a very large part of domestic consumption and because a large part of domestic consumption in the country is accounted for by imports.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",
296,Kiribati,2005,Current health expenditure (% of GDP),11.5,Data refer to fiscal years beginning 1 July.,General government expenditure (GGE) can be larger than the Gross domestic product (GDP) because government accounts for a very large part of domestic consumption and because a large part of domestic consumption in the country is accounted for by imports.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",
296,Kiribati,2010,Current health expenditure (% of GDP),9.2,Data refer to fiscal years beginning 1 July.,General government expenditure (GGE) can be larger than the Gross domestic product (GDP) because government accounts for a very large part of domestic consumption and because a large part of domestic consumption in the country is accounted for by imports.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",
296,Kiribati,2016,Current health expenditure (% of GDP),9.3,Data refer to fiscal years beginning 1 July.,General government expenditure (GGE) can be larger than the Gross domestic product (GDP) because government accounts for a very large part of domestic consumption and because a large part of domestic consumption in the country is accounted for by imports.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",
296,Kiribati,2017,Current health expenditure (% of GDP),10.8,Data refer to fiscal years beginning 1 July.,General government expenditure (GGE) can be larger than the Gross domestic product (GDP) because government accounts for a very large part of domestic consumption and because a large part of domestic consumption in the country is accounted for by imports.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",
296,Kiribati,2018,Current health expenditure (% of GDP),12.1,Data refer to fiscal years beginning 1 July.,General government expenditure (GGE) can be larger than the Gross domestic product (GDP) because government accounts for a very large part of domestic consumption and because a large part of domestic consumption in the country is accounted for by imports.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",
296,Kiribati,2000,Domestic general government health expenditure (% of total government expenditure),11.4,Data refer to fiscal years beginning 1 July.,General government expenditure (GGE) can be larger than the Gross domestic product (GDP) because government accounts for a very large part of domestic consumption and because a large part of domestic consumption in the country is accounted for by imports.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",
296,Kiribati,2005,Domestic general government health expenditure (% of total government expenditure),11.4,Data refer to fiscal years beginning 1 July.,General government expenditure (GGE) can be larger than the Gross domestic product (GDP) because government accounts for a very large part of domestic consumption and because a large part of domestic consumption in the country is accounted for by imports.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",
296,Kiribati,2010,Domestic general government health expenditure (% of total government expenditure),10.4,Data refer to fiscal years beginning 1 July.,General government expenditure (GGE) can be larger than the Gross domestic product (GDP) because government accounts for a very large part of domestic consumption and because a large part of domestic consumption in the country is accounted for by imports.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",
296,Kiribati,2016,Domestic general government health expenditure (% of total government expenditure),6.5,Data refer to fiscal years beginning 1 July.,General government expenditure (GGE) can be larger than the Gross domestic product (GDP) because government accounts for a very large part of domestic consumption and because a large part of domestic consumption in the country is accounted for by imports.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",
296,Kiribati,2017,Domestic general government health expenditure (% of total government expenditure),7.4,Data refer to fiscal years beginning 1 July.,General government expenditure (GGE) can be larger than the Gross domestic product (GDP) because government accounts for a very large part of domestic consumption and because a large part of domestic consumption in the country is accounted for by imports.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",
296,Kiribati,2018,Domestic general government health expenditure (% of total government expenditure),6,Data refer to fiscal years beginning 1 July.,General government expenditure (GGE) can be larger than the Gross domestic product (GDP) because government accounts for a very large part of domestic consumption and because a large part of domestic consumption in the country is accounted for by imports.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",
414,Kuwait,2000,Current health expenditure (% of GDP),2.5,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
414,Kuwait,2005,Current health expenditure (% of GDP),2.4,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
414,Kuwait,2010,Current health expenditure (% of GDP),2.8,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
414,Kuwait,2016,Current health expenditure (% of GDP),4,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
414,Kuwait,2017,Current health expenditure (% of GDP),5.3,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
414,Kuwait,2018,Current health expenditure (% of GDP),5,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
414,Kuwait,2000,Domestic general government health expenditure (% of total government expenditure),5.2,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
414,Kuwait,2005,Domestic general government health expenditure (% of total government expenditure),6.8,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
414,Kuwait,2010,Domestic general government health expenditure (% of total government expenditure),5.2,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
414,Kuwait,2016,Domestic general government health expenditure (% of total government expenditure),6.2,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
414,Kuwait,2017,Domestic general government health expenditure (% of total government expenditure),8.9,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
414,Kuwait,2018,Domestic general government health expenditure (% of total government expenditure),8.9,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
417,Kyrgyzstan,2000,Current health expenditure (% of GDP),4.4,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
417,Kyrgyzstan,2005,Current health expenditure (% of GDP),7.5,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
417,Kyrgyzstan,2010,Current health expenditure (% of GDP),7,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
417,Kyrgyzstan,2016,Current health expenditure (% of GDP),6.4,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
417,Kyrgyzstan,2017,Current health expenditure (% of GDP),6.2,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
417,Kyrgyzstan,2018,Current health expenditure (% of GDP),6.5,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
417,Kyrgyzstan,2000,Domestic general government health expenditure (% of total government expenditure),7.1,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
417,Kyrgyzstan,2005,Domestic general government health expenditure (% of total government expenditure),13.1,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
417,Kyrgyzstan,2010,Domestic general government health expenditure (% of total government expenditure),9.2,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
417,Kyrgyzstan,2016,Domestic general government health expenditure (% of total government expenditure),6.3,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
417,Kyrgyzstan,2017,Domestic general government health expenditure (% of total government expenditure),6.1,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
417,Kyrgyzstan,2018,Domestic general government health expenditure (% of total government expenditure),8.4,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
418,Lao People's Dem. Rep.,2000,Current health expenditure (% of GDP),4.3,Data refer to fiscal years ending 30 September.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
418,Lao People's Dem. Rep.,2005,Current health expenditure (% of GDP),3.3,Data refer to fiscal years ending 30 September.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
418,Lao People's Dem. Rep.,2010,Current health expenditure (% of GDP),2.9,Data refer to fiscal years ending 30 September.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
418,Lao People's Dem. Rep.,2016,Current health expenditure (% of GDP),2.4,Data refer to fiscal years ending 30 September.,Data are based on SHA2011.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",
418,Lao People's Dem. Rep.,2017,Current health expenditure (% of GDP),2.5,Data refer to fiscal years ending 30 September.,Data are based on SHA2011.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",
418,Lao People's Dem. Rep.,2018,Current health expenditure (% of GDP),2.2,Data refer to fiscal years ending 30 September.,Data are based on SHA2011.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",
418,Lao People's Dem. Rep.,2000,Domestic general government health expenditure (% of total government expenditure),6.2,Data refer to fiscal years ending 30 September.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
418,Lao People's Dem. Rep.,2005,Domestic general government health expenditure (% of total government expenditure),5.9,Data refer to fiscal years ending 30 September.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
418,Lao People's Dem. Rep.,2010,Domestic general government health expenditure (% of total government expenditure),2.7,Data refer to fiscal years ending 30 September.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
418,Lao People's Dem. Rep.,2016,Domestic general government health expenditure (% of total government expenditure),3.6,Data refer to fiscal years ending 30 September.,Data are based on SHA2011.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",
418,Lao People's Dem. Rep.,2017,Domestic general government health expenditure (% of total government expenditure),4.1,Data refer to fiscal years ending 30 September.,Data are based on SHA2011.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",
418,Lao People's Dem. Rep.,2018,Domestic general government health expenditure (% of total government expenditure),4.4,Data refer to fiscal years ending 30 September.,Data are based on SHA2011.,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",
428,Latvia,2000,Current health expenditure (% of GDP),5.5,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
428,Latvia,2005,Current health expenditure (% of GDP),5.9,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
428,Latvia,2010,Current health expenditure (% of GDP),6.1,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
428,Latvia,2016,Current health expenditure (% of GDP),6.2,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
428,Latvia,2017,Current health expenditure (% of GDP),6,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
428,Latvia,2018,Current health expenditure (% of GDP),6.2,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
428,Latvia,2000,Domestic general government health expenditure (% of total government expenditure),7.4,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
428,Latvia,2005,Domestic general government health expenditure (% of total government expenditure),9.6,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
428,Latvia,2010,Domestic general government health expenditure (% of total government expenditure),8.2,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
428,Latvia,2016,Domestic general government health expenditure (% of total government expenditure),9.4,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
428,Latvia,2017,Domestic general government health expenditure (% of total government expenditure),9,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
428,Latvia,2018,Domestic general government health expenditure (% of total government expenditure),9.6,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
422,Lebanon,2000,Current health expenditure (% of GDP),10.8,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
422,Lebanon,2005,Current health expenditure (% of GDP),7.6,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
422,Lebanon,2010,Current health expenditure (% of GDP),7.4,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
422,Lebanon,2016,Current health expenditure (% of GDP),8,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
422,Lebanon,2017,Current health expenditure (% of GDP),8.4,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
422,Lebanon,2018,Current health expenditure (% of GDP),8.4,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
422,Lebanon,2000,Domestic general government health expenditure (% of total government expenditure),7.5,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
422,Lebanon,2005,Domestic general government health expenditure (% of total government expenditure),9.2,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
422,Lebanon,2010,Domestic general government health expenditure (% of total government expenditure),10.3,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
422,Lebanon,2016,Domestic general government health expenditure (% of total government expenditure),14.3,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
422,Lebanon,2017,Domestic general government health expenditure (% of total government expenditure),14.3,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
422,Lebanon,2018,Domestic general government health expenditure (% of total government expenditure),13.3,,"World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed January 2021.",,
